country,num_observations,slope,intercept,r_squared,durbin_watson
Bosnia and Herzegovina,33,0.0589373431752796,-116.13856723340544,0.7479330568480256,0.0931316257342692
Slovak Republic,33,0.03889595933738769,-75.16388420072082,0.9377393361527453,0.12889302001326983
Cabo Verde,33,0.05463053521180025,-108.53553306739315,0.9147765423275419,0.13653035228305235
Czechia,33,0.030902314811471335,-58.981010844787534,0.9211275906951842,0.14438868319753342
Kenya,33,0.022856618931452636,-45.430274176870036,0.813589812257948,0.14714075499481108
"Korea, Rep.",33,0.052885829404015046,-103.42224056379276,0.9564267565764185,0.1546281597558727
Tajikistan,33,0.028067989622524797,-56.11640832786262,0.4504814495320567,0.15741934171114128
Tanzania,33,0.03425760285416792,-69.12043899574176,0.8697976417597815,0.16466648154497804
Lebanon,32,0.014934917546901003,-27.9909790248775,0.5094894558050863,0.16491404783469743
Lao PDR,33,0.05656119412486403,-113.07581014400849,0.9785989898965659,0.16812177505573145
Philippines,33,0.04021762803381808,-79.91450317151994,0.8795519417233347,0.1766817930004364
China,33,0.08137838541257122,-162.2909474541846,0.990433033715489,0.18055757677515663
Kazakhstan,33,0.018665327082475557,-35.28497901272662,0.5628929590314966,0.1918951797601794
Zimbabwe,33,-0.00529170073847728,10.855752127260164,0.0654655054022728,0.19464354246627946
Argentina,33,0.029832715609633038,-57.45618079289196,0.7767250030061653,0.19899528509919662
Colombia,33,0.02216429072074907,-42.767073058626615,0.8830571760812485,0.20024487078483966
Azerbaijan,33,0.021887411847041207,-42.82108947193837,0.2803278985935749,0.21550150678159366
Tunisia,33,0.019829899474860014,-38.08559380285594,0.9010470154126832,0.22240334734160833
Jordan,33,0.019408214625229677,-36.92426962084514,0.8490387490017,0.2299760372869409
Luxembourg,33,0.01447710126014893,-24.673211422082876,0.7645355776350489,0.2301299119825844
Croatia,33,0.02462123628669812,-46.47681487142411,0.8771222399693324,0.232068512109052
Uzbekistan,33,0.04185471997462009,-83.29354573002227,0.9347009233776813,0.2349605778694258
Lesotho,33,0.027834364810615186,-55.91888006048642,0.8853058669773921,0.24006494515286358
Namibia,33,0.002095097813150472,-2.459390583620496,0.058204537011720237,0.24554811016006864
Russian Federation,33,0.026809715021872384,-51.205615894902515,0.8505754667090698,0.252512725207349
Cameroon,33,0.01687051589608036,-33.47966962950694,0.8353438393280737,0.2583730930302288
Bolivia,33,0.014313330439027296,-27.67685061430154,0.7599641688614063,0.26263623059620933
United Kingdom,33,0.01856103813483667,-33.92318079642557,0.8730952354180788,0.26944280946490295
India,33,0.038539799733195934,-76.57945200489922,0.9175619737422043,0.27344587003836257
Trinidad and Tobago,33,0.01679931163914321,-31.27964885830018,0.4994395168178968,0.2807776363693459
Jamaica,33,0.02027082566556909,-38.97883299485738,0.8815814904315191,0.2830705528680972
Ecuador,33,0.05332797099472982,-105.30401318153538,0.9765967302305734,0.2850840686490604
Chad,33,0.028561691527299694,-57.87095991041827,0.7811896290825503,0.2916307224598822
Guinea,33,0.04943058603552788,-99.47906113888928,0.9625992522407898,0.3044096938265227
Peru,33,0.030924623635752983,-60.90158838119622,0.8889565113364442,0.30860873035879755
Indonesia,33,0.03609014512613933,-71.31505682722621,0.9101954208642684,0.3119005955729412
Cyprus,33,0.026592741889271968,-50.40977565078757,0.9075097588557441,0.31337387372885217
"Hong Kong SAR, China",33,0.039445316017190285,-76.12598028196398,0.9857195536530058,0.31720854710793583
Suriname,33,0.0004231226628764209,1.4023752404547742,0.0027214448277845804,0.31945763549264417
Uruguay,33,0.02190563114070618,-41.479675121393704,0.8728863544829876,0.3226969759311646
Ukraine,31,0.019370268024298715,-36.83627903370067,0.47746407259830403,0.3239553286273149
Bahrain,33,-0.009266237952894787,21.14337021315395,0.6806393932565395,0.3253733361582782
Kuwait,33,0.00043999871473172176,1.4148448002623593,0.0005714011399441388,0.32812647780827353
Hungary,33,0.021036121498095417,-39.32751527477846,0.8466375146062606,0.3378224943709813
Sierra Leone,33,0.02547784118949342,-51.176443394225764,0.7393053751383918,0.33786128270032134
Spain,33,0.004082890364901353,-4.742595556283771,0.32239332115014696,0.34164189165455283
Costa Rica,33,0.03727918728494121,-72.7259639539923,0.9007417607590009,0.34786289184746155
Portugal,33,0.012685167661061007,-22.395188703977418,0.7663828306079886,0.34979356028278413
Germany,33,0.011119378033723992,-18.56533156043046,0.9448818424100089,0.36210707119531016
Gabon,33,-0.015630256017015245,33.57273404166273,0.8000025186524586,0.3672649174854637
Sudan,32,0.007190214365025508,-13.337048300385492,0.28143585018928463,0.38096576820830064
Paraguay,33,0.02391692923140525,-46.43944222086614,0.8531177515761426,0.38115886959343254
Benin,33,0.012514601374518838,-25.013867220858685,0.9490153163927733,0.38715380399425925
Italy,33,0.008903053223383724,-14.356879836624266,0.5581586499371725,0.3881409450249257
Angola,33,0.021258635122464495,-42.18640664831592,0.5918822012719569,0.3979967032547565
North Macedonia,33,-0.0021646955654300265,6.948484353353434,0.03844320225931752,0.4136832003276903
"Macao SAR, China",33,0.022087627031567508,-41.023405005763856,0.3835617052690229,0.41725026738402476
Togo,33,0.008867119992216135,-17.499457466557597,0.5500015783899075,0.42212008697542525
"Iran, Islamic Rep.",33,0.02483712305388039,-48.103827910440565,0.8967240952824894,0.43026611335841175
Eswatini,33,0.040988340547765234,-80.40918207872758,0.9941697594730926,0.43234566986945977
Sri Lanka,33,0.039852914118569234,-78.69337722486013,0.9547402873644298,0.43400940491462653
Niger,33,0.002565779715792044,-6.019787680450693,0.07113038081410405,0.4379278860584979
Greece,33,0.02327054939621287,-43.72375631245912,0.8274723001665372,0.4483500317437099
Honduras,33,0.028157911260205903,-55.51005259343166,0.9657264331733216,0.44906447793400894
Serbia,29,0.021874473226761393,-41.22495148244106,0.5130720560535429,0.45052365175893894
Poland,33,0.03675406001335207,-71.12449227522708,0.9213286707124998,0.46033495197924
Mauritania,33,-0.0011037031077805453,3.1173380285007446,0.03999023225714682,0.4671618722271698
France,33,0.014650745432112998,-25.753222840896328,0.9236008584895395,0.4683888473761119
Oman,33,-0.007433025132431292,17.224292664467495,0.2905758435686857,0.46910683669316067
Switzerland,33,0.014451989008524098,-25.17983166832114,0.9477759525213187,0.48266281837123803
Belarus,33,0.04116226800738676,-80.26402985337364,0.9159836308920792,0.48334085221816714
Malaysia,33,0.04314002611090358,-84.85125888105767,0.9676847797536544,0.4860984221495611
Dominican Republic,33,0.019848511751963234,-38.087790141339426,0.8792862587587102,0.5026052797573908
Georgia,33,0.04533148646793067,-89.68695600885798,0.7714781712024091,0.5134923934032667
Estonia,33,0.03376176873917593,-65.02418533402346,0.9415364609721399,0.5248325123624323
Belgium,33,0.008263611288911078,-12.826363443181384,0.8885813072242243,0.5380401974490187
Fiji,33,0.011872395228355702,-22.1537252676526,0.6398483359218949,0.5490238520759727
Mongolia,33,0.04168266684411456,-82.7220503116868,0.8900115468552717,0.5545887787815358
Sweden,33,0.019802070463883947,-36.34666930309342,0.9361354496977612,0.5606479342343234
Chile,33,0.029959731923153717,-57.975342936376556,0.9372792080607825,0.5607860843183109
Slovenia,33,0.02475533926621728,-46.4589581704532,0.948873172309354,0.5668619065442848
Mauritius,33,0.03364352114663653,-65.46283213237871,0.9767726039375116,0.5676947781259492
Mozambique,33,0.042321028639224656,-86.4342156503257,0.9336335766933611,0.5690144317823645
Romania,33,0.04116051057337053,-80.06446592449724,0.9342292703307834,0.5709031111271202
Ireland,33,0.027691296211064077,-52.3144886201401,0.8507362332083228,0.5748706911728161
Australia,33,0.014401018607200815,-25.61348242760317,0.9403787859527305,0.5775223098383038
Austria,33,0.011821495047283862,-20.192408214430174,0.9456637119557748,0.5925742326708281
Iceland,33,0.02171246022615004,-40.23214127290971,0.9125894905336183,0.5948425571618786
Moldova,33,0.018806524927792816,-36.02425097554873,0.5484945440801398,0.604725052572414
United States,33,0.01769107239480504,-32.0103402381921,0.9619805449122435,0.6079312768795959
Brazil,33,0.02467347355151281,-47.3921481753846,0.955505529922997,0.612314511091042
Thailand,33,0.04187618642748891,-82.23033949922213,0.9672426058419051,0.6137641326624048
Singapore,33,0.03580057929825426,-68.65298959732552,0.9644425833700565,0.6199058335828516
Barbados,33,0.002368780048319319,-2.1938910482385587,0.15461522041587827,0.6202048421937184
Qatar,33,-0.01626182821937711,34.93361708494283,0.4861952252383338,0.6402002685597572
Netherlands,33,0.014806510657995518,-26.053453075405642,0.950848170536833,0.6508920831921262
South Africa,33,0.022989590392275192,-44.13499856527838,0.806257419030106,0.6582390458138339
"Egypt, Arab Rep.",33,0.023615533483244334,-45.75986818452146,0.8885197392012641,0.6845915099554513
Nigeria,33,0.024277269241847265,-48.09966719395142,0.6884455722956413,0.6951679253119527
Japan,33,0.014879284673871318,-26.756933516739263,0.9126928371773342,0.7039876101331083
Latvia,33,0.04306384381551744,-83.99497967560458,0.942123894038005,0.7063482083707374
Armenia,33,0.0497221642112655,-98.14867071077678,0.921956595279976,0.7120407179668627
Burundi,33,-0.022027023842396364,43.300233365851554,0.9190410423344616,0.7165025306085901
New Zealand,33,0.017500486056984448,-32.13827168545607,0.9021199345170886,0.7259459784010321
Malta,33,0.03246901895570472,-62.25322579125523,0.9437553888001124,0.7283403821953647
Saudi Arabia,33,-0.017174929336729296,36.97969596358764,0.7917915943728573,0.7522496921582132
Zambia,33,0.018745157397811355,-37.32995402513998,0.7505469686222219,0.7550428217055964
Finland,33,0.018004264184427583,-32.651477507583664,0.9495222315608397,0.7788234467178521
Nicaragua,33,0.017889255531168716,-35.09912616184169,0.9747072156157127,0.7906395130065841
"Bahamas, The",33,0.0007474272944920794,0.8154485082428531,0.019217833212231916,0.7969586961837308
Guatemala,33,0.012895620516625097,-24.576610844927874,0.9081854386950038,0.8238599608573226
Kyrgyz Republic,33,0.008619834014984158,-16.429608297449843,0.382475287820225,0.8723447071909591
Bulgaria,33,0.03894538510769292,-75.71354568254415,0.9844429520163354,0.8763524387498828
Denmark,33,0.013680403028255348,-23.683136025038515,0.9693085880401302,0.8868533956530379
Norway,33,0.01404862533682575,-24.352582861438993,0.8839923107574319,0.8877767696676088
Morocco,33,0.027722423837950063,-54.393215097581674,0.9745979272022782,0.923694650685796
Mexico,33,0.005855149691078638,-9.90011673030554,0.38315023647752633,0.9350136694756608
Iraq,33,0.07016313414880543,-139.797194393785,0.9321658239647364,0.9377855333213214
Central African Republic,33,-0.022534397883884054,43.43266055999463,0.808159570277042,0.9791545769356443
Burkina Faso,33,0.03850094286106893,-77.8336266641043,0.9829977682319879,1.032308740411724
Canada,33,0.011191620195266105,-19.00686635421973,0.950130875524345,1.0477378335853582
Rwanda,33,0.04761081850954261,-95.53480859860262,0.9202233259790173,1.083179000250288
Senegal,33,0.016378843228325557,-32.37338578926648,0.9599023328158554,1.5949521189988443
Botswana,33,0.01569642059752256,-30.07249600790648,0.8518965211738007,1.620203155151515
